Volatility 3 Framework 2.28.0

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531840	systemd-journal	408	408	17	0x9d9030641100	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	20425	-	14707	ESTABLISHED	-
4026531840	systemd-journal	408	408	18	0x9d902ed40000	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	20415	-	20343	ESTABLISHED	-
4026531840	systemd-journal	408	408	19	0x9d9030642ec0	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15047	-	15042	ESTABLISHED	-
4026531840	systemd-journal	408	408	20	0x9d9030674840	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	22708	-	19227	ESTABLISHED	-
4026531840	systemd-journal	408	408	21	0x9d902ed41980	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15097	-	22552	ESTABLISHED	-
4026531840	systemd-journal	408	408	22	0x9d9030671100	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	20463	-	19001	ESTABLISHED	-
4026531840	systemd-journal	408	408	23	0x9d9030672200	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15150	-	19161	ESTABLISHED	-
4026531840	systemd-journal	408	408	25	0x9d9030642a80	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15155	-	15151	ESTABLISHED	-
4026531840	systemd-journal	408	408	26	0x9d900a519540	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	336998	-	336991	ESTABLISHED	-
4026531840	systemd-journal	408	408	27	0x9d9030675940	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15193	-	19172	ESTABLISHED	-
4026531840	systemd-journal	408	408	28	0x9d902ed44c80	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15194	-	22626	ESTABLISHED	-
4026531840	systemd-journal	408	408	30	0x9d9030642200	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15221	-	15216	ESTABLISHED	-
4026531840	systemd-journal	408	408	31	0x9d9005bfcc80	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	23317	-	24131	ESTABLISHED	-
4026531840	systemd-journal	408	408	33	0x9d90304d6e80	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	20687	-	20686	ESTABLISHED	-
4026531840	systemd-journal	408	408	34	0x9d9030643fc0	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	20699	-	15234	ESTABLISHED	-
4026531840	systemd-journal	408	408	37	0x9d9030671dc0	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	20719	-	19189	ESTABLISHED	-
4026531840	multipathd	446	446	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	446	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	446	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
